filename,baunvo-1,baunvo-2,baunvo-3,baunvo-4,baunvo-4a,baunvo-5,baunvo-5a,baunvo-6,baunvo-6a,baunvo-7,baunvo-8,baunvo-9,baunvo-10,baunvo-11,baunvo-12,baunvo-13,baunvo-13a,baunvo-14,baunvo-15,baunvo-16,baunvo-17,baunvo-18,baunvo-19,baunvo-20,baunvo-21,baunvo-21a,13b
6320_15.jpg,,,['3 baunvo'],,,,,,,,['gewerbegebiete'],,,,,,,,,,,,"['grundflächenzahl', 'grz']",,,['stellplätze'],
6320_16.jpg,,,,,,,,,,,,,,,,,,,,,,,,"['vollgeschosse', 'gfz']",,,
6320_17.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
6320_18.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
6320_2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
6320_3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
6320_4.jpg,,,,,,,,,,,,,,,,,,,,,,,['grz'],"['vollgeschosse', 'geschossfläche', 'gfz']",,,
6320_5.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
6320_6.jpg,,,,,,,,,,,,,,,,,,,,,,,['grz'],,,,
6320_7.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
6320_8.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
6320_9.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
63983_0.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,['stellplätze'],
64888_0.jpg,,,,,,,,,,,,,,,,,,,,,,,,['vollgeschosse'],,,
69272_0.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
69272_1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
69272_2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
69272_3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
69272_4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
69272_5.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
69272_6.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
69272_7.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
69422_0.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
69422_1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
69422_10.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
69422_11.jpg,,,,,,,,,,,,,,,,,,,,,,,,['vollgeschosse'],,,
69422_12.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
69422_2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
69422_3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
69422_4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
69422_5.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
69422_6.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
69422_7.jpg,,,,,,,,,,,,,,,,,,,,,,,"['grundflächenzahl', 'grz']","['vollgeschosse', 'geschossfläche', 'gfz']",,,
69422_8.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
69422_9.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
69493_0.jpg,,,,,,,,,,,,,,,,,,,,,,,['grz'],['gfz'],,,
69493_1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
69493_2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
71026_0.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
71026_1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
71026_2.jpg,,,,,,,,,['6a baunvo'],,,,,,,,,['14 baunvo'],['15 baunvo'],,,,['grz'],['vollgeschosse'],,"['21a baunvo', 'stellplätze']",
71026_3.jpg,,,,,,,,,,,,,,,,,,,,,,,['grundflächenzahl'],['vollgeschosse'],,,
71026_4.jpg,,,,,,,,,,,,,,,,,,,,,,,['grz'],,,['stellplätze'],
71026_5.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
71026_6.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
