Nummer,Datum des Inkrafttretens,Stadt/Gemeinde
MO-05,2014-05-15,Motten
MO-08,2016-06-22,Motten
038,1970-11-30,Weiler-Simmerberg
039,1995-08-14,Weiler-Simmerberg
039_1,1996-10-11,Weiler-Simmerberg
039_2,2005-10-10,Weiler-Simmerberg
38,1970-11-30,Weiler-Simmerberg
28,1998-03-13,Weiler-Simmerberg
B-49.01-05,1994-06-24,Waldbrunn
B-49.01-07_6,2009-09-18,Waldbrunn
B-49.01-08,2014-07-08,Waldbrunn
B-49.01-05_1,2017-01-09,Waldbrunn
B-49.01-11,2022-01-12,Waldbrunn
B-21.01-03,1985-09-24,Hettstadt
B-21.01-03_1,1986-03-12,Hettstadt
B-21.01-03_2,1988-04-26,Hettstadt
B-21.01-03_3,1992-05-12,Hettstadt
B-21.01-09,1994-07-12,Hettstadt
B-21.01-09_1,1998-01-20,Hettstadt
B-21.01-01,1998-07-01,Hettstadt
B-28.01-01,1978-04-07,Leinach
B-28.01-03,1984-01-24,Leinach
B-28.01-03_1,1985-05-10,Leinach
B-28.02-01,1986-11-21,Leinach
B-28.02-01_1,1987-08-14,Leinach
B-28.01-01_2,1991-02-22,Leinach
B-28.02-01_2,1991-02-22,Leinach
B-28.02-03,1992-11-27,Leinach
B-28.02-01_3,1993-04-01,Leinach
B-28.01-03_2,1995-01-03,Leinach
B-28.01-01_3,1995-01-03,Leinach
B-28.02-01_4,1995-01-03,Leinach
B-28.02-03_2,1995-01-03,Leinach
B-28.02-01_5,2020-04-01,Leinach
B-28.01-04,1968-05-22,Leinach
B-28.01-04_2,1971-10-18,Leinach
B-28.01-02,1975-09-26,Leinach
B-28.01-02_1,1977-02-01,Leinach
B-28.01-09,1977-07-28,Leinach
B-28.01-01_1,1978-12-05,Leinach
B-28.01-02_2,1979-08-13,Leinach
B-28.01-09_1,1979-11-15,Leinach
B-28.01-10,1980-03-24,Leinach
B-28.01-04_7,1982-10-19,Leinach
B-28.01-10_2,1991-03-12,Leinach
B-28.01-10_1,1991-03-12,Leinach
B-28.01-09_2,1992-06-10,Leinach
B-28.01-04_9,1995-01-03,Leinach
B-28.01-09_3,1995-01-03,Leinach
B-28.02-03_1,1995-02-20,Leinach
B-28.01-11,1995-03-22,Leinach
B-28.01-04_8,1995-05-22,Leinach
B-28.01-13,1998-07-30,Leinach
B-28.01-14,2000-10-19,Leinach
B-28.01-15,2000-10-19,Leinach
B-28.01-18,2004-07-21,Leinach
B-28.01-20,2011-08-19,Leinach
01,1963-12-19,Wartmannsroth
02,1976-11-11,Wartmannsroth
05,1996-01-30,Wartmannsroth
12,2005-03-19,Wartmannsroth
16,2020-11-27,Wartmannsroth
05_1,2020-11-27,Wartmannsroth
15,2020-06-26,Wartmannsroth
OL-01-01,1975-02-13,Oberleichtersbach
OL-02-01,1992-08-24,Oberleichtersbach
OL-01-01_1,1994-08-04,Oberleichtersbach
OL-02-01_1,1995-08-04,Oberleichtersbach
01-03,1998-09-19,Bad Brückenau
OL-01-01_2,2004-08-09,Oberleichtersbach
OL-01-01_2-2,2010-09-27,Oberleichtersbach
01-04,1991-07-12,Bad Brückenau
01-04_1,2005-08-27,Bad Brückenau
01-06,1988-02-03,Bad Brückenau
KO-03,1998-06-24,Motten
MO-02,1978-06-26,Motten
MO-01,1993-07-16,Motten
MO-03,2012-04-27,Motten
MO-02_2,2019-10-22,Motten
037,1964-03-18,Weiler-Simmerberg
034,1966-11-04,Weiler-Simmerberg
034_1,1973-06-04,Weiler-Simmerberg
034_2,1977-09-30,Weiler-Simmerberg
029,1978-03-11,Weiler-Simmerberg
030,1978-03-11,Weiler-Simmerberg
029_1,1980-02-20,Weiler-Simmerberg
037_1,1980-12-10,Weiler-Simmerberg
034_3,1981-05-11,Weiler-Simmerberg
029_2,1982-05-28,Weiler-Simmerberg
034_4,1984-07-25,Weiler-Simmerberg
034_5,1985-07-24,Weiler-Simmerberg
030_1,1985-10-16,Weiler-Simmerberg
034_6,1986-08-11,Weiler-Simmerberg
029_3,1986-10-02,Weiler-Simmerberg
029_4,1988-10-24,Weiler-Simmerberg
029_5,1989-04-24,Weiler-Simmerberg
037_2,1990-05-04,Weiler-Simmerberg
030_2,2003-05-09,Weiler-Simmerberg
034_7,2005-11-14,Weiler-Simmerberg
032,1981-07-04,Weiler-Simmerberg
032_2,1982-08-25,Weiler-Simmerberg
032_1,1982-08-25,Weiler-Simmerberg
031,1983-06-16,Weiler-Simmerberg
031_1,1989-12-13,Weiler-Simmerberg
035,1989-12-21,Weiler-Simmerberg
031_2,1993-09-10,Weiler-Simmerberg
028,1998-03-13,Weiler-Simmerberg
B-25.01-16,2012-06-15,Kist
B-25.01-14_2,2017-05-29,Kist
B-25.01-16_2,2018-02-21,Kist
B-08.01-06,1982-12-23,Eisingen
B-08.01-06_2,1986-04-04,Eisingen
B-08.01-06_3,1989-09-29,Eisingen
B-08.01-01,1993-10-15,Eisingen
B-08.01-03,1995-06-30,Eisingen
B-08.01-01_1,1995-09-01,Eisingen
B-08.01-01_2,1997-05-09,Eisingen
B-08.01-01_3,2008-04-02,Eisingen
B-08.01-06_7,2008-04-02,Eisingen
B-08.01-03_1,2008-04-02,Eisingen
B-08.01-01_4,2014-05-16,Eisingen
B-08.01-06_8,2014-06-13,Eisingen
B-08.01-03_2,2015-12-22,Eisingen
B-08.01-06_1,1987-02-06,Eisingen
B-08.01-06_4,1997-04-11,Eisingen
B-08.01-06_5,1998-12-18,Eisingen
B-08.01-06_6,2000-11-27,Eisingen
B-21.01-04,1975-01-10,Hettstadt
B-21.01-06,1979-04-13,Hettstadt
B-21.01-06_1,1982-01-27,Hettstadt
B-21.01-04_1,1982-07-12,Hettstadt
21.01-11,1970-02-25,Hettstadt
B-21.01-02,1983-04-27,Hettstadt
B-21.01-11_1,1983-10-26,Hettstadt
B-21.01-02_1,1995-06-12,Hettstadt
B-21.01-02_2,1997-02-07,Hettstadt
B-21.01-12,2017-05-09,Hettstadt
B-21.01-12_1,2019-09-19,Hettstadt
B-28.02-02,1996-08-02,Leinach
B-28.02-02_1,1997-10-30,Leinach
B-28.02-04,2020-03-18,Leinach
MO-bpl-02,2000-01-08,Hammelburg
MO-bpl-01,1970-07-27,Hammelburg
2,1976-11-11,Wartmannsroth
04,1988-05-14,Wartmannsroth
15,2020-06-26,Wartmannsroth
OL-04-01,1994-08-04,Oberleichtersbach
OL-04-01_1,1995-07-17,Oberleichtersbach
OL-05-01,1997-04-30,Oberleichtersbach
UL-01-01,2005-07-18,Oberleichtersbach
OL-01-01_2-1,2009-08-10,Oberleichtersbach
UL-02-01,2015-02-09,Oberleichtersbach
UL-03-01,2021-12-10,Oberleichtersbach
OL-03-01,1994-12-06,Oberleichtersbach
OL-03-01_1,1995-09-08,Oberleichtersbach
OL-03-01_2,1998-03-11,Oberleichtersbach
OL-03-01_3,2004-08-09,Oberleichtersbach
OL-06-01,2009-08-10,Oberleichtersbach
OL-03-01_4,2012-03-24,Oberleichtersbach
01-01,1981-01-21,Bad Brückenau
01-01_1,1981-04-07,Bad Brückenau
01-01_2,1983-05-02,Bad Brückenau
01-02,1997-12-13,Bad Brückenau
01-08,2016-11-25,Bad Brückenau
036_3,1982-07-16,Weiler-Simmerberg
036_2,1982-09-28,Weiler-Simmerberg
036,1989-12-21,Weiler-Simmerberg
036_1,1992-01-31,Weiler-Simmerberg
033,1997-08-08,Weiler-Simmerberg
036_4,1998-10-09,Weiler-Simmerberg
040,2000-11-10,Weiler-Simmerberg
1,2007-06-05,Heimenkirch
B-26.01-04,1969-02-21,Kleinrinderfeld
B-26.01-01,1970-10-31,Kleinrinderfeld
B-26.01-05,1983-05-06,Kleinrinderfeld
B-26.01-03,1983-06-08,Kleinrinderfeld
B-26.01-03_1,1984-12-19,Kleinrinderfeld
B-26.01-03_2,1990-06-21,Kleinrinderfeld
B-26.01-03_3,1991-01-16,Kleinrinderfeld
B-26.01-03_4,2012-07-27,Kleinrinderfeld
B-26.01-02,1966-10-05,Kleinrinderfeld
B-26.01-07,1970-04-25,Kleinrinderfeld
B-26.01-07_1,1973-07-26,Kleinrinderfeld
B-26.01-07_2,1975-03-01,Kleinrinderfeld
B-26.01-07_3,1976-05-21,Kleinrinderfeld
B-26.01-02_7,1983-11-23,Kleinrinderfeld
B-26.01-02_8,1989-03-01,Kleinrinderfeld
B-26.01-02_9,1992-10-30,Kleinrinderfeld
B-26.01-07_4,1993-01-29,Kleinrinderfeld
B-26.01-06,1993-01-29,Kleinrinderfeld
B-26.01-06_4,1998-01-31,Kleinrinderfeld
B-26.01-06_1,2001-06-30,Kleinrinderfeld
B-26.01-08,2006-07-18,Kleinrinderfeld
B-25.01-03,1969-11-26,Kist
B-25.01-06,1980-08-01,Kist
B-08.01-05_2,1982-05-22,Eisingen
B-25.01-07,1982-08-18,Kist
B-25.01-06_1,1982-10-14,Kist
B-08.01-05,1982-10-23,Eisingen
B-25.01-06_2,1983-09-22,Kist
B-25.01-07_1,1983-09-22,Kist
B-08.01-04,1983-10-29,Eisingen
B-25.01-06_5,1984-02-21,Kist
B-08.01-05_3,1987-12-11,Eisingen
B-25.01-05,1992-05-13,Kist
B-25.01-08,1995-12-12,Kist
B-25.01-08_1,1999-05-26,Kist
B-08.01-04_1,2008-04-02,Eisingen
B-08.01-05_4,2008-04-02,Eisingen
B-08.01-02,1983-04-16,Eisingen
B-08.01-08_1,1985-07-13,Eisingen
B-08.01-08,1985-07-13,Eisingen
B-08.01-05_1,1985-11-29,Eisingen
B-08.01-02_1,1995-03-17,Eisingen
B-08.01-02_2,2008-04-02,Eisingen
B-08.01-09,2012-07-24,Eisingen
B-08.01-10,2017-06-22,Eisingen
B-08.01-08_2,2020-10-08,Eisingen
B-08.01-07,1995-09-08,Eisingen
B-08.01-07_2,1999-05-03,Eisingen
B-50.01-03,1979-01-17,Waldbüttelbrunn
B-50.01-04,1984-04-25,Waldbüttelbrunn
B-50.01-04_1,1988-06-16,Waldbüttelbrunn
B-50.01-03_8,1988-06-16,Waldbüttelbrunn
B-50.01-09,2002-06-28,Waldbüttelbrunn
B-50.01-03_12,2004-02-09,Waldbüttelbrunn
B-50.01-09_2,2004-02-09,Waldbüttelbrunn
B-50.01-05,1976-04-15,Waldbüttelbrunn
B-50.01-05_1,1977-02-09,Waldbüttelbrunn
B-50.01-03_3,1979-01-17,Waldbüttelbrunn
B-50.01-03_4,1981-04-16,Waldbüttelbrunn
B-50.01-05_3,1983-04-08,Waldbüttelbrunn
B-50.01-03_5,1983-07-15,Waldbüttelbrunn
B-50.01-03_7,1984-08-16,Waldbüttelbrunn
B-50.01-03_6,1986-02-14,Waldbüttelbrunn
B-50.01-05_4,1987-09-25,Waldbüttelbrunn
B-50.01-03_11,2001-11-16,Waldbüttelbrunn
B-50.01-03_9,2004-12-20,Waldbüttelbrunn
B-50.01-05_8,2016-02-24,Waldbüttelbrunn
B-50.01-03_15,2019-10-02,Waldbüttelbrunn
B-50.01-03_16,2021-10-01,Waldbüttelbrunn
B-50.01-05_5,1993-02-19,Waldbüttelbrunn
B-50.01-05_6,1996-04-19,Waldbüttelbrunn
B-21.01-02_3,1999-02-22,Hettstadt
B-50.01-16,2021-01-27,Waldbüttelbrunn
DI-bpl-05,2001-10-27,Hammelburg
DI-bpl-05A,2016-11-25,Hammelburg
1,1963-12-19,Wartmannsroth
5,1996-01-30,Wartmannsroth
06,1996-03-30,Wartmannsroth
06_1,2016-06-24,Wartmannsroth
BR-02-01,1995-09-08,Oberleichtersbach
BR-01-01,1997-02-07,Oberleichtersbach
02-01,1997-03-08,Bad Brückenau
022,1983-04-08,Weiler-Simmerberg
022_2,1983-08-11,Weiler-Simmerberg
022_3,1983-12-27,Weiler-Simmerberg
022_1,1989-05-29,Weiler-Simmerberg
024,1990-02-22,Weiler-Simmerberg
024_1,1991-04-05,Weiler-Simmerberg
027_1,1995-04-13,Weiler-Simmerberg
024_2,1997-05-09,Weiler-Simmerberg
024_3,2000-10-06,Weiler-Simmerberg
B-24.01-03,1965-09-20,Kirchheim
B-24.01-04,1975-12-01,Kirchheim
B-24.01-02,1977-06-27,Kirchheim
B-24.01-02_8,1987-02-25,Kirchheim
B-24.01-01,1987-07-21,Kirchheim
B-24.01-01_1,1990-11-28,Kirchheim
B-24.01-03_1,1992-08-13,Kirchheim
B-24.01-04_2,1992-08-13,Kirchheim
B-24.01-01_3,1992-10-14,Kirchheim
B-24.01-02_9,1993-10-29,Kirchheim
B-24.01-01_7,1995-01-19,Kirchheim
B-24.01-01_5,1995-01-19,Kirchheim
B-24.01-01_6,1999-09-13,Kirchheim
B-24.01-07,2001-09-26,Kirchheim
B-24.01-07_1,2002-05-31,Kirchheim
B-25.01-09,2017-08-18,Kirchheim
B-24.01-06,1968-07-05,Kirchheim
B-24.01-04_1,1976-07-07,Kirchheim
B-24.01-06_3,1987-10-27,Kirchheim
B-24.01-08,2005-12-22,Kirchheim
B-25.01-10,2010-06-11,Kirchheim
B-26.01-02_1,1967-04-28,Kleinrinderfeld
B-26.01-02_2,1968-01-08,Kleinrinderfeld
B-26.01-02_3,1968-09-02,Kleinrinderfeld
B-26.01-9,1968-09-16,Kleinrinderfeld
B-26.01-02_4,1969-05-23,Kleinrinderfeld
B-26.01-02_5,1970-09-05,Kleinrinderfeld
B-26.01-02_6,1971-05-01,Kleinrinderfeld
B-26.01-04_1,1983-05-18,Kleinrinderfeld
B-26.01-06_2,2010-04-30,Kleinrinderfeld
B-25.01-15,1976-08-06,Kist
B-25.01-15_1,1989-09-25,Kist
B-25.01-14,2008-06-08,Kist
B-25.01-14_1,2015-01-13,Kist
B-25.01-14_3,2018-09-14,Kist
B-25.01-14_4,2019-05-17,Kist
B-25.01-14_5,2021-07-15,Kist
B-25.01-01,1970-05-13,Kist
B-25.01-06_3,1983-06-10,Kist
B-25.01-06_4,1983-09-28,Kist
B-25.01-16_1,2015-12-10,Kist
B-08.01-07_1,1997-02-03,Eisingen
B-50.01-05_2,1980-06-27,Waldbüttelbrunn
B-50.01-02,1984-01-31,Waldbüttelbrunn
B-50.01-02_1,1984-01-31,Waldbüttelbrunn
B-50.01-06,1986-10-28,Waldbüttelbrunn
B-50.01-06_1,1988-06-16,Waldbüttelbrunn
B-50.01-06_2,1990-01-03,Waldbüttelbrunn
B-50.01-06_4,1990-10-12,Waldbüttelbrunn
B-50.01-06_5,1991-05-28,Waldbüttelbrunn
B-50.01-02_2,1991-08-27,Waldbüttelbrunn
B-50.01-02_4,1993-07-23,Waldbüttelbrunn
B-50.01-01,1995-01-15,Waldbüttelbrunn
B-50.01-05_7,1998-07-28,Waldbüttelbrunn
B-50.01-14,1999-06-11,Waldbüttelbrunn
B-50.01-13,2000-03-24,Waldbüttelbrunn
B-50.01-02_5,2004-04-20,Waldbüttelbrunn
B-50.01-06_8,2005-09-23,Waldbüttelbrunn
B-50.01-06_9,2010-06-16,Waldbüttelbrunn
B-50.01-13_1,2013-11-06,Waldbüttelbrunn
B-50.01-14_2,2014-03-21,Waldbüttelbrunn
B-50.01-06_3,1990-04-20,Waldbüttelbrunn
B-50.01-07,1995-03-01,Waldbüttelbrunn
B-50.01-07_2,1998-05-29,Waldbüttelbrunn
B-50.01-08,2001-09-25,Waldbüttelbrunn
B-50.01-07_4,2001-12-07,Waldbüttelbrunn
B-50.01-06_7,2001-12-07,Waldbüttelbrunn
B-50.01-08_1,2004-07-16,Waldbüttelbrunn
B-50.01-15,2017-08-30,Waldbüttelbrunn
B-50.01-15_1,2018-12-07,Waldbüttelbrunn
B-09.01-02,1989-06-05,Erlabrunn
B-09.01-01,1965-12-23,Erlabrunn
B-09.01-04,1974-09-04,Erlabrunn
B-09.01-03,1979-08-09,Erlabrunn
B-09.01-03_3,1979-08-09,Erlabrunn
B-09.01-04_1,1979-09-06,Erlabrunn
B-09.01-04_2,1981-06-30,Erlabrunn
B-09.01-04_4,1983-10-06,Erlabrunn
B-09.01-04_6,1986-05-06,Erlabrunn
B-09.01-04_5,1986-08-25,Erlabrunn
B-09.01-04_7,1988-10-13,Erlabrunn
B-09.01-04_8,1991-09-27,Erlabrunn
B-09.01-03_5,1998-12-28,Erlabrunn
B-09.01-05,2003-01-22,Erlabrunn
B-09.01-06,2020-02-20,Erlabrunn
B-45.01-01_4,1977-06-07,Thüngersheim
B-45.01-01_5,2007-11-22,Thüngersheim
B-45.01-04,2012-12-04,Thüngersheim
B-45.01-01_6,2019-04-18,Thüngersheim
B-45.01-02,1984-03-27,Thüngersheim
B-45.01-02_1,1986-01-20,Thüngersheim
B-45.01-02_2,1987-02-02,Thüngersheim
B-45.01-02_3,1989-03-01,Thüngersheim
B-45.01-02_4,1992-04-29,Thüngersheim
B-45.01-02_5,1992-10-09,Thüngersheim
B-45.01-03,1997-11-11,Thüngersheim
DI-bpl-06,2015-04-20,Hammelburg
DI-bpl-01A,1982-08-03,Hammelburg
DI-bpl-02B,1987-08-14,Hammelburg
10,1999-08-21,Wartmannsroth
07,1996-08-31,Wartmannsroth
7,1996-08-31,Wartmannsroth
MI-02-01,1994-11-17,Oberleichtersbach
BR-03-01,2015-06-02,Oberleichtersbach
MI-01-01,1978-04-28,Oberleichtersbach
MI-03-01,2020-12-11,Oberleichtersbach
023,1999-09-10,Weiler-Simmerberg
025,1975-09-30,Weiler-Simmerberg
025_1,1992-01-31,Weiler-Simmerberg
026,1997-05-09,Weiler-Simmerberg
026_1,2000-01-14,Weiler-Simmerberg
018,1985-06-08,Weiler-Simmerberg
018_1,1988-11-03,Weiler-Simmerberg
018_2,1993-07-14,Weiler-Simmerberg
1,1993-06-16,Röthenbach (Allgäu)
001,1993-06-16,Röthenbach (Allgäu)
002,1997-07-14,Röthenbach (Allgäu)
1,2007-06-05,Heimenkirch
002_1,2009-09-26,Röthenbach (Allgäu)
B-05.01-01,1995-04-07,Bütthard
B-05.01-02,2000-12-21,Bütthard
B-05.01-02_2,2011-05-04,Bütthard
B-05.03-01,2010-05-05,Bütthard
B-24.02-02,1975-03-03,Kirchheim
B-24.02-02_1,1983-10-19,Kirchheim
B-24.02-02_3,1992-08-13,Kirchheim
B-24.02-01,1996-06-23,Kirchheim
B-24.01-05,1969-03-18,Kirchheim
B-24.01-05_1,1976-05-18,Kirchheim
B-24.01-05_2,1982-05-21,Kirchheim
B-24.01-05_3,1993-10-13,Kirchheim
B-15.02-03,1999-06-21,Geroldshausen
B-15.02-04_1,2010-10-26,Geroldshausen
B-15.02-04,2007-09-10,Geroldshausen
B-22.01-23,1972-05-24,Höchberg
B-22.01-23_1,1976-03-19,Höchberg
B-22.01-23_4,1989-06-20,Höchberg
B-22.01-31,2014-08-05,Höchberg
B-22.01-24_5,2020-04-29,Höchberg
B-22.01-23_2,1979-02-15,Höchberg
B-22.01-30,1985-12-11,Höchberg
B-22.01-25,2006-03-01,Höchberg
B-22.01-03,1975-10-17,Höchberg
B-22.01-17,1985-12-18,Höchberg
B-22.01-17_1,1993-01-15,Höchberg
B-52.01-02,1978-06-13,Zell a.Main
B-52.01-03,1979-10-31,Zell a.Main
B-52.01-02_2,1980-03-03,Zell a.Main
B-52.01-02_3,1982-04-30,Zell a.Main
B-52.01-03_1,1988-04-20,Zell a.Main
B-35.01-04,1998-06-29,Zell a.Main
B-52.01-06,1971-05-11,Zell a.Main
B-52.01-02_1,1978-11-21,Zell a.Main
B-52.01-02_4,1981-04-29,Zell a.Main
B-52.01-02_5,1987-07-20,Zell a.Main
B-52.01-02_6,1992-10-08,Zell a.Main
B-29.01-09,1997-02-07,Margetshöchheim
B-29.01-02_7,2000-12-14,Margetshöchheim
B-29.01-02_9,2019-04-16,Margetshöchheim
B-29.01-01,1979-03-15,Margetshöchheim
B-29.01-01_1,1982-11-24,Margetshöchheim
B-29.01-01_2,1985-07-03,Margetshöchheim
B-29.01-12,1987-04-07,Margetshöchheim
B-29.01-12_4,1989-05-17,Margetshöchheim
B-29.01-08,1992-07-09,Margetshöchheim
B-29.01-08_1,1993-09-23,Margetshöchheim
B-29.01-08_2,1995-01-24,Margetshöchheim
B-29.01-08_3,1997-04-15,Margetshöchheim
B-29.01-08_4,1997-07-16,Margetshöchheim
B-29.01-09_1,1998-03-26,Margetshöchheim
B-29.01-08_5,1998-03-26,Margetshöchheim
B-29.01-09_2,1998-09-30,Margetshöchheim
B-29.01-15,2017-05-31,Margetshöchheim
B-29.01-06_1,2019-04-16,Margetshöchheim
B-29.01-11_6,2019-04-16,Margetshöchheim
B-29.01-10_5,2019-04-16,Margetshöchheim
B-29.01-15_1,2022-06-13,Margetshöchheim
B-29.01-07,1976-12-07,Margetshöchheim
B-29.01-05,1979-05-15,Margetshöchheim
B-29.01-12_3,1989-02-09,Margetshöchheim
B-29.01-12_5,1996-07-01,Margetshöchheim
B-29.01-03_1,2019-04-16,Margetshöchheim
B-29.01-07_1,2019-04-16,Margetshöchheim
OS-bpl-02,1997-05-10,Hammelburg
OS-bpl-03,2023-01-09,Hammelburg
OS-bpl-01,1981-04-25,Hammelburg
OS-bpl-01A,1995-09-30,Hammelburg
DI-bpl-03,1987-05-16,Hammelburg
DI-bpl-04,2000-01-08,Hammelburg
10,1999-08-21,Wartmannsroth
Schö-02-01,1999-11-22,Schondra
Schö-03-01,2022-12-13,Schondra
Schö-01-01,1984-10-20,Schondra
Schö-01-01_1,1988-07-02,Schondra
Scho-06-01,1996-04-01,Schondra
MI-01-01_1,1999-09-13,Oberleichtersbach
019,1968-01-25,Weiler-Simmerberg
021,1977-10-07,Weiler-Simmerberg
021_1,1992-09-10,Weiler-Simmerberg
020,1995-11-20,Weiler-Simmerberg
019_1,1998-03-18,Weiler-Simmerberg
B-05.01-03,2012-03-21,Bütthard
B-05.01-03_1,2013-11-27,Bütthard
B-05.01-03_3,2018-12-19,Bütthard
B-24.02-02_2,1984-06-07,Kirchheim
B-24.02.03,2002-08-22,Kirchheim
B-24.02.03_1,2004-06-23,Kirchheim
B-24.02-02_4,2020-11-06,Kirchheim
B-24.02-04,2022-12-07,Kirchheim
B-15.02-02,1984-10-15,Geroldshausen
B-15.02-05,2017-08-21,Geroldshausen
B-15.02-01,1997-02-18,Geroldshausen
B-22.01-06,1977-02-24,Höchberg
B-22.01-06_1,1980-03-19,Höchberg
B-22.01-05,1980-03-19,Höchberg
B-22.01-24,1982-09-03,Höchberg
B-22.01-23_3,1987-01-23,Höchberg
B-22.01-24_1,1987-12-10,Höchberg
B-22.01-24_2,1991-01-16,Höchberg
B-22.01-25_3,2008-10-18,Höchberg
B-22.01-25_5,2010-05-26,Höchberg
B-22.01-25_6,2018-07-31,Höchberg
B-22.01-24_3,2019-07-23,Höchberg
B-22.01-23_6,2021-10-26,Höchberg
B-22.01-13,1973-07-19,Höchberg
B-22.01-29,1976-08-24,Höchberg
B-22.01-29_1,1979-11-22,Höchberg
B-22.01-05_1,1981-12-28,Höchberg
B-22.01-18_3,1982-04-06,Höchberg
B-22.01-18,1982-04-06,Höchberg
B-22.01-13_1,1984-04-11,Höchberg
B-22.01-03_1,1985-12-18,Höchberg
B-22.01-18_2,1987-11-25,Höchberg
B-22.01-04,1996-02-01,Höchberg
B-22.01-02,1996-02-01,Höchberg
B-22.01-28_2,2011-08-03,Höchberg
B-22.01-12,1971-12-13,Höchberg
B-22.01-12_1,1974-03-01,Höchberg
B-22.01-14,1977-11-10,Höchberg
B-22.01-12_3,1978-07-26,Höchberg
B-22.01-18_1,1984-08-27,Höchberg
B-22.01-12_4,1987-11-25,Höchberg
B-22.01-33,2019-08-08,Höchberg
B-52.01-07,1985-10-02,Zell a.Main
B-52.01-01,1987-01-26,Zell a.Main
B-52.01-01_1,1990-11-14,Zell a.Main
B-52.01-01_2,2017-08-18,Zell a.Main
B-52.01-06_2,1977-04-28,Zell a.Main
B-52.01-06_3,1979-03-16,Zell a.Main
B-52.01-07_1,1986-09-24,Zell a.Main
B-52.01-05,1993-10-22,Zell a.Main
B-52.01-08,2014-11-17,Zell a.Main
B-52.01-08_1,2020-07-03,Zell a.Main
B-48.01-22,1979-05-22,Veitshöchheim
B-48.01-24,1986-04-22,Veitshöchheim
B-48.01-34,1993-06-14,Veitshöchheim
B-48.01-34_1,1995-05-02,Veitshöchheim
B-48.01-37,2009-08-10,Veitshöchheim
B-48.01-37_1,2015-02-20,Veitshöchheim
B-48.01-07,1967-01-26,Veitshöchheim
B-48.01-07_12,1972-01-12,Veitshöchheim
B-48.01-07_11,1972-07-04,Veitshöchheim
B-48.01-07_13,1972-09-26,Veitshöchheim
B-48.01-09,1972-10-24,Veitshöchheim
B-48.01-03,1976-05-25,Veitshöchheim
B-48.01-09_1,1977-04-14,Veitshöchheim
B-48.01-16,1979-04-30,Veitshöchheim
B-48.01-31,1980-03-04,Veitshöchheim
B-48.01-31_1,1980-08-12,Veitshöchheim
B-48.01-16_1,1983-04-19,Veitshöchheim
B-48.01-30,1983-11-22,Veitshöchheim
B-48.01-29,1984-07-10,Veitshöchheim
B-48.01-28,1985-07-23,Veitshöchheim
B-48.01-09_4,1986-06-10,Veitshöchheim
B-48.01-29_1,1989-11-28,Veitshöchheim
B-48.01-22_1,1990-09-17,Veitshöchheim
B-48.01-30_1,1990-09-17,Veitshöchheim
B-48.01-32,1993-03-01,Veitshöchheim
B-48.01-28_1,1995-07-24,Veitshöchheim
B-48.01-33,2002-07-29,Veitshöchheim
B-29.01-14,2006-07-17,Margetshöchheim
B-29.01-14_1,2009-04-14,Margetshöchheim
B-48.01-04,1968-09-16,Veitshöchheim
B-48.01-05,1972-07-04,Veitshöchheim
B-48.01-19,1973-11-27,Veitshöchheim
B-48.01-19_3,1977-04-13,Veitshöchheim
B-48.01-19_4,1977-06-21,Veitshöchheim
B-48.01-19_2,1977-09-13,Veitshöchheim
B-48.01-19_1,1978-09-22,Veitshöchheim
B-48.01-11,1979-07-31,Veitshöchheim
B-48.01-03_1,1980-03-04,Veitshöchheim
B-48.01-19_6,1980-10-07,Veitshöchheim
B-48.01-19_7,1980-12-16,Veitshöchheim
B-48.01-19_5,1981-06-16,Veitshöchheim
B-48.01-19_8,1984-10-30,Veitshöchheim
B-48.01-19_9,1988-03-21,Veitshöchheim
B-48.01-19_10,1993-08-23,Veitshöchheim
US-bpl-01,1964-11-14,Hammelburg
US-bpl-02,1977-05-12,Hammelburg
US-bpl-03,2002-04-06,Hammelburg
Scho-05-01,1989-10-28,Schondra
Scho-05-01_1,1993-09-23,Schondra
Scho-07-01,1992-11-28,Schondra
Scho-08-01,1999-12-10,Schondra
Scho-07-01_1,1999-12-10,Schondra
Scho-04-01,1995-07-07,Schondra
Scho-04-01_1,1998-03-10,Schondra
Scho-04-01_2,2012-01-30,Schondra
Scho-03-01,1991-06-27,Schondra
010,1997-09-08,Röthenbach (Allgäu)
011,2004-07-06,Röthenbach (Allgäu)
011_2,2012-07-18,Röthenbach (Allgäu)
4,1993-07-09,Gestratz
B-16.07-04,1993-09-29,Giebelstadt
B-16.07-03,1993-09-29,Giebelstadt
B-15.01-01,1971-12-17,Geroldshausen
B-15.01-01_1,1976-08-19,Geroldshausen
B-15.01-02,1977-01-14,Geroldshausen
B-15.01-03,1981-12-09,Geroldshausen
B-15.01-03_1,1982-07-15,Geroldshausen
B-15.01-03_2,1993-07-26,Geroldshausen
B-15.01-04,2002-10-09,Geroldshausen
B-15.01-02_1,2017-05-10,Geroldshausen
B-15.01-02_2,2022-02-16,Geroldshausen
B-22.01-16,1968-01-25,Höchberg
B-22.01-01,1978-08-24,Höchberg
B-22.01-26,2004-10-13,Höchberg
B-22.01-32,2016-02-08,Höchberg
B-22.01-26_1,2017-06-30,Höchberg
B-22.01-15,1970-09-29,Höchberg
B-22.01-08,1975-07-09,Höchberg
B-22.01-08_1,1976-01-28,Höchberg
B-22.01-35,1976-06-16,Höchberg
